"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/10/23 11:23 PM,"??Elena ??","980018331959750657",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @ABSCBNpr: Feel the OPM power with the hottest acts from Sarah Geronimo and the globally sought-after P-Pop group SB19.

Plus, don't mis…",,,21.0,"1667553144635809792"
6/10/23 11:23 PM,"TheRealAteChona ??","1472417531478482945",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @pen_pearl: I think it’s time to educate Pinoy entertainment industry about music royalties. Hosts’ comments show their lack of knowledg…",,,77.0,"1667553142534475776"
6/10/23 11:23 PM,"IkariMonogatari","1369297357028925454","lensheerr","1472953728042893320","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@lensheerr Only look.

Animation was none-existent and at most you'll get a few mouth movements during dialogue scenes. Pacing was atrocity.
Most of the shit was bad for Rose King.

Only problem with OPM S2 was it's inconsistent Animation (whose highs weren't that worse off than S1)",,,0.0,"1667553112775864320"
6/10/23 11:23 PM,"TheRealAteChona ??","1472417531478482945",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @MonsterVoter19: We are always and forever PROUD of you Boys!!! SB19 truly -BREAKING THE NORMS of the Philippine Music Industry !

Nagsi…",,,26.0,"1667553104697634816"
6/10/23 11:23 PM,"miwomiwomiwo","1200048644063293440",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @MonsterVoter19: We are always and forever PROUD of you Boys!!! SB19 truly -BREAKING THE NORMS of the Philippine Music Industry !

Nagsi…",,,26.0,"1667553100239110144"
6/10/23 11:23 PM,"Zevy | pagtatag era??","1530167904205152256",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @KingsofPpopSB19: Ayaw paawat ?

Top OPM Artist — #3
Top OPM Group — #2 

#SB19 @SB19Official  #SB19PAGTATAG?????????
#PagtatagWorldTour…",,,239.0,"1667553091770814464"
6/10/23 11:23 PM,"HZ ? | ??","1253354244293324802",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @pablohawtogs: @ikakiel I guess, thank you kay Mama @sonymusicph for doing what they did. For the sake of SB19, it is the right thing to…",,,16.0,"1667553066890166272"
6/10/23 11:23 PM,"hushhushnow25","1517822121178988544",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @bianca_cavino17: I just know I'm on CRIMZONE right now when it comes to voicing out that we have to RESPECT OUR LOCAL ARTISTS. Imma spe…",,,4.0,"1667553041594347520"
6/10/23 11:23 PM,"klai ??","1036089094198063105",,"-1","tl","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","STREAM! STREAM! STREAM MGA MIMA! DIBA MAY GOALS TAYO? GUSTO KO MAG TOP 1 OPM & BG ARTIST SB19 SA SPOTIFY!!  

@SB19Official #SB19",,,3.0,"1667553010678108160"
6/10/23 11:23 PM,"kristinSuson ?????","1208911459448578048",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @bianca_cavino17: It's not SB19's fault if their music label, @sonymusicph, wants to protect their rights as artists. Shows shld pay for…",,,250.0,"1667552993015922688"
6/10/23 11:23 PM,"Jiji? ????????","1419024848551038976",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @OneMusicPH: “We built it not just for SB19, but for the whole PPOP or OPM insudtry...”

#SB19_JOSH talks about the time they started dr…",,,705.0,"1667552971582844928"
6/10/23 11:23 PM,"Just_a_fan","1353532899564216320",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","I hope this will be cleared tomorrow po. Thank you, please. In the name of OPM and artistry. Please clear tomorrow and if you guys can at least tell it on air what royalty fees means. @vicegandako
@annecurtissmith
RESPECT LOCAL ARTISTS https://t.co/ekt73D8ckq",,,4.0,"1667552971104874497"
6/10/23 11:23 PM,"c/za ?? | PAGTATAG! EP out now","1377060779308904450",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @bianca_cavino17: It's not SB19's fault if their music label, @sonymusicph, wants to protect their rights as artists. Shows shld pay for…",,,250.0,"1667552966298193920"
