"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/10/23 11:24 PM,"elle | ia","1501715184695783426",,"-1","en","<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>","RT @kokur00: 'SUPPORT OPM' MEANS SUPPORTING FILIPINO ARTISTS AND THEIR RIGHTS.",,,15.0,"1667553409665232896"
6/10/23 11:24 PM,"?zhrskyz?","801340123627585537",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @OneMusicPH: “We built it not just for SB19, but for the whole PPOP or OPM insudtry...”

#SB19_JOSH talks about the time they started dr…",,,705.0,"1667553377193177089"
6/10/23 11:24 PM,"Maria Pulviea Barrameda???","1424459253767565321",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @chartdataPH: Spotify PH Daily Top OPM Groups (June 9)

#1 @BenAndBenMusic *597th day*
#2 @SB19Official [+1]
#3 @dilawband [-1]
#4 @dece…",,,1345.0,"1667553376241086464"
6/10/23 11:24 PM,"MomMahalima?","1445320292272730113",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @bianca_cavino17: RESPECT LOCAL ARTISTS

That's the tweet.

When it comes to OPM artists' rights I will fight for it. This is afterall f…",,,42.0,"1667553350995558400"
6/10/23 11:24 PM,"pauwie ???| A'WF?¹?","1455860506602868736",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @MonsterVoter19: We are always and forever PROUD of you Boys!!! SB19 truly -BREAKING THE NORMS of the Philippine Music Industry !

Nagsi…",,,26.0,"1667553350936850434"
6/10/23 11:24 PM,"LeyM ??","1120584570011709440",,"-1","tl","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @petdang5: Guys ipapa no1 pa natin ung esbi sa spotify isang kembot nalang sa opm groups cat o ?? langoy nalang muna tayo, gigil din ako…",,,49.0,"1667553345094156288"
6/10/23 11:24 PM,"cee ??5? | sb19 & skz comeback season","1565298247115341824",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @kokur00: 'SUPPORT OPM' MEANS SUPPORTING FILIPINO ARTISTS AND THEIR RIGHTS.",,,15.0,"1667553325561307136"
6/10/23 11:24 PM,"GARRISON","1377443932808810496",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @bianca_cavino17: RESPECT LOCAL ARTISTS

That's the tweet.

When it comes to OPM artists' rights I will fight for it. This is afterall f…",,,42.0,"1667553322059051010"
6/10/23 11:24 PM,";","1423259758153265157",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @kokur00: 'SUPPORT OPM' MEANS SUPPORTING FILIPINO ARTISTS AND THEIR RIGHTS.",,,15.0,"1667553283354021889"
6/10/23 11:24 PM,"Trisha Pangilinan","1652837369454948355",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @starquake17: #SB19, the First of Their Name, PPOP Kings, the Trailblazer, & the Standard, Lord of A'TIN Kingdoms, & Protector of the Re…",,,88.0,"1667553205549694979"
6/10/23 11:24 PM,"grey ??","1284611121958117376",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @pen_pearl: I think it’s time to educate Pinoy entertainment industry about music royalties. Hosts’ comments show their lack of knowledg…",,,77.0,"1667553203926466560"
6/10/23 11:23 PM,"Henry Manzini Reyes","2973536717",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @SIIMPSENPAIl: Tomorrow will start the second beta test and guys i can tell you the game is on another level i will test it so u will ge…",,,5.0,"1667553187845251072"
